DATE RPTD,DATE OCC,TIME OCC,AREA,AREA NAME,DIST NO,CRIME,VICT SEX,PREMISES,WEAPON,LOCATION
1/1/2024 0:00,12/31/2023 0:00,315,1,Central,159,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,"VEHICLE, PASSENGER/TRUCK",,600 S  SANTA FE                     AV
1/1/2024 0:00,12/29/2023 0:00,800,1,Central,176,INTIMATE PARTNER - AGGRAVATED ASSAULT,M,STREET,KNIFE WITH BLADE 6INCHES OR LESS,600 E  8TH                          ST
1/1/2024 0:00,11/4/2023 0:00,1645,8,West LA,807,THEFT OF IDENTITY,M,OTHER PREMISE,,10300    CHRYSANTHEMUM                LN
1/1/2024 0:00,12/31/2023 0:00,710,11,Northeast,1101,BURGLARY FROM VEHICLE,F,PARKING LOT,,4700    WESTERN HERITAGE             WY
1/1/2024 0:00,11/28/2023 0:00,1415,15,N Hollywood,1585,PICKPOCKET,F,DEPARTMENT STORE,,11200    VENTURA                      BL
1/1/2024 0:00,12/31/2023 0:00,1600,10,West Valley,1034,BURGLARY,M,MARKET,,6100    RESEDA                       BL
1/1/2024 0:00,11/1/2023 0:00,1,21,Topanga,2126,BURGLARY,M,PUBLIC STORAGE,,7900    DEERING                      AV
1/1/2024 0:00,12/31/2023 0:00,1720,18,Southeast,1831,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",F,DRIVEWAY,VEHICLE,400 W  126TH                        ST
1/1/2024 0:00,12/30/2023 0:00,1100,3,Southwest,377,VEHICLE - STOLEN,,DRIVEWAY,,1200 W  39TH                         ST
1/1/2024 0:00,12/28/2023 0:00,1830,11,Northeast,1142,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),M,STREET,,4400    KINGSWELL                    AV
1/1/2024 0:00,12/23/2023 0:00,2030,17,Devonshire,1794,INTIMATE PARTNER - SIMPLE ASSAULT,M,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",18500    BRYANT                       ST
1/1/2024 0:00,12/2/2023 0:00,1150,7,Wilshire,736,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,400 S  LA BREA                      AV
1/1/2024 0:00,12/18/2023 0:00,1230,9,Van Nuys,926,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,RESTAURANT/FAST FOOD,,14300    VICTORY                      BL
1/1/2024 0:00,12/31/2023 0:00,2130,21,Topanga,2173,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,SINGLE FAMILY DWELLING,,23000    LEONORA                      DR
1/1/2024 0:00,12/31/2023 0:00,2300,11,Northeast,1107,INTIMATE PARTNER - SIMPLE ASSAULT,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6000    LA PRADA                     ST
1/1/2024 0:00,12/31/2023 0:00,1300,11,Northeast,1151,BURGLARY FROM VEHICLE,M,PARK/PLAYGROUND,,4800    HOLLYWOOD                    BL
1/1/2024 0:00,12/31/2023 0:00,2320,19,Mission,1959,INTIMATE PARTNER - SIMPLE ASSAULT,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",10200    VENA                         AV
1/1/2024 0:00,12/29/2023 0:00,718,15,N Hollywood,1506,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,CLOTHING STORE,,7100    VINELAND                     AV
1/1/2024 0:00,12/31/2023 0:00,2330,6,Hollywood,625,BRANDISH WEAPON,M,STREET,KNIFE WITH BLADE 6INCHES OR LESS,6900    LOS TILOS                    RD
1/1/2024 0:00,12/26/2023 0:00,1900,11,Northeast,1143,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),M,STREET,,ROWENA                       AV
1/1/2024 0:00,12/31/2023 0:00,2340,3,Southwest,361,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",KITCHEN KNIFE,3900    STEVELY                      AV
1/1/2024 0:00,12/30/2023 0:00,200,15,N Hollywood,1535,BURGLARY,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5600    COLFAX                       AV
1/1/2024 0:00,12/31/2023 0:00,2320,19,Mission,1954,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,PARKING LOT,,10000 N  SEPULVEDA                    BL
1/1/2024 0:00,12/9/2023 0:00,130,2,Rampart,202,ROBBERY,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",LOCKWOOD                     AV
1/1/2024 0:00,12/30/2023 0:00,1320,9,Van Nuys,971,THEFT PLAIN - PETTY ($950 & UNDER),F,SHOPPING MALL (COMMON AREA),,15300    VENTURA                      BL
1/1/2024 0:00,11/16/2023 0:00,630,11,Northeast,1123,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,OTHER RESIDENCE,,3200    LOS FELIZ                    BL
1/1/2024 0:00,12/31/2023 0:00,1400,7,Wilshire,702,BURGLARY,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,7600    MELROSE                      AV
1/1/2024 0:00,12/31/2023 0:00,2000,13,Newton,1377,VEHICLE - STOLEN,,STREET,,55TH                         ST
1/1/2024 0:00,12/31/2023 0:00,730,13,Newton,1313,BURGLARY FROM VEHICLE,F,STREET,,1100 E  14TH                         ST
1/1/2024 0:00,12/31/2023 0:00,2300,5,Harbor,508,BATTERY - SIMPLE ASSAULT,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",23200    PRYOR                        PL
1/1/2024 0:00,12/31/2023 0:00,1352,15,N Hollywood,1535,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,CLOTHING STORE,,5800    LANKERSHIM                   BL
1/1/2024 0:00,12/31/2023 0:00,700,4,Hollenbeck,466,THEFT PLAIN - PETTY ($950 & UNDER),M,OTHER RESIDENCE,,100 N  SOTO                         ST
1/1/2024 0:00,12/31/2023 0:00,1810,18,Southeast,1801,BURGLARY FROM VEHICLE,F,STREET,,900 W  88TH                         ST
1/1/2024 0:00,12/22/2023 0:00,1205,10,West Valley,1039,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),M,STREET,,6700    VALJEAN                      AV
1/1/2024 0:00,12/27/2023 0:00,1300,9,Van Nuys,985,BURGLARY,F,SINGLE FAMILY DWELLING,,4100    COLBATH                      AV
1/1/2024 0:00,12/30/2023 0:00,2300,20,Olympic,2056,BURGLARY,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,3000    SAN MARINO                   ST
1/1/2024 0:00,11/11/2023 0:00,2100,15,N Hollywood,1555,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,MARKET,,5100    LANKERSHIM                   BL
1/1/2024 0:00,12/31/2023 0:00,1500,7,Wilshire,785,CRIMINAL THREATS - NO WEAPON DISPLAYED,M,CONSTRUCTION SITE,VERBAL THREAT,2200 S  HARCOURT                     AV
1/1/2024 0:00,5/1/2023 0:00,1200,10,West Valley,1035,OTHER MISCELLANEOUS CRIME,F,SINGLE FAMILY DWELLING,,6600    BERTRAND                     AV
1/1/2024 0:00,12/27/2023 0:00,2230,14,Pacific,1483,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,8600    LINCOLN                      BL
1/1/2024 0:00,12/19/2023 0:00,830,12,77th Street,1232,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,STREET,,3400 W  59TH                         ST
1/1/2024 0:00,12/26/2023 0:00,2030,2,Rampart,271,SEXUAL PENETRATION W/FOREIGN OBJECT,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",900 S  GRAND VIEW                   ST
1/1/2024 0:00,12/29/2023 0:00,1230,8,West LA,828,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,GARAGE/CARPORT,,10500    WILSHIRE                     BL
1/1/2024 0:00,12/31/2023 0:00,2000,6,Hollywood,676,VEHICLE - STOLEN,,STREET,,6300    WARING                       AV
1/1/2024 0:00,12/31/2023 0:00,1,4,Hollenbeck,415,BURGLARY,X,OTHER BUSINESS,,3000 N  BROADWAY
1/1/2024 0:00,12/31/2023 0:00,1620,16,Foothill,1645,BATTERY - SIMPLE ASSAULT,M,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",12500    GARBER                       ST
1/1/2024 0:00,12/21/2023 0:00,800,6,Hollywood,629,BURGLARY,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,5600    HILL OAK                     DR
1/1/2024 0:00,12/25/2023 0:00,1700,15,N Hollywood,1545,THEFT PLAIN - PETTY ($950 & UNDER),F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,5500    CARPENTER                    AV
1/1/2024 0:00,12/23/2023 0:00,1130,13,Newton,1307,BURGLARY FROM VEHICLE,M,OTHER PREMISE,UNKNOWN WEAPON/OTHER WEAPON,8TH                          ST
1/1/2024 0:00,12/30/2023 0:00,1324,11,Northeast,1177,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",,2000 N  FIGUEROA                     ST
1/1/2024 0:00,12/31/2023 0:00,1500,19,Mission,1908,VEHICLE - STOLEN,,STREET,,13100    AZTEC                        ST
1/1/2024 0:00,12/18/2023 0:00,1830,2,Rampart,245,THEFT OF IDENTITY,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,400 S  LAKE                         ST
1/1/2024 0:00,12/26/2023 0:00,1605,15,N Hollywood,1525,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,CLOTHING STORE,,6100    LAUREL CANYON                BL
1/1/2024 0:00,12/31/2023 0:00,1830,11,Northeast,1159,INTIMATE PARTNER - SIMPLE ASSAULT,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4500 N  FIGUEROA                     ST
1/1/2024 0:00,12/31/2023 0:00,2000,12,77th Street,1273,VEHICLE - STOLEN,,STREET,,8900    RUTHELEN                     ST
1/1/2024 0:00,12/31/2023 0:00,2100,5,Harbor,506,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,1600 W  218TH                        ST
1/1/2024 0:00,12/31/2023 0:00,945,16,Foothill,1642,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",F,DRIVEWAY,VEHICLE,13100    GOLETA                       ST
1/1/2024 0:00,12/31/2023 0:00,2140,15,N Hollywood,1504,BRANDISH WEAPON,M,SINGLE FAMILY DWELLING,OTHER KNIFE,7500    LAUREL CANYON                BL
1/1/2024 0:00,12/30/2023 0:00,2200,8,West LA,852,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),F,STREET,,11700    NEBRASKA                     AV
1/1/2024 0:00,12/31/2023 0:00,1900,19,Mission,1981,BRANDISH WEAPON,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",8800 N  SEPULVEDA                    BL
1/1/2024 0:00,12/31/2023 0:00,125,15,N Hollywood,1569,BATTERY - SIMPLE ASSAULT,M,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4100    CAHUENGA                     BL
1/1/2024 0:00,12/31/2023 0:00,1700,20,Olympic,2097,VEHICLE - STOLEN,,STREET,,20TH                         ST
1/1/2024 0:00,12/31/2023 0:00,2200,12,77th Street,1267,VEHICLE - STOLEN,,STREET,,HOOVER
1/1/2024 0:00,12/30/2023 0:00,1640,15,N Hollywood,1591,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,SINGLE FAMILY DWELLING,,11900    ASHDALE                      LN
1/1/2024 0:00,12/29/2023 0:00,2015,19,Mission,1962,BURGLARY,M,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,15200    PLUMMER                      ST
1/1/2024 0:00,12/29/2023 0:00,2200,15,N Hollywood,1527,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),M,GARAGE/CARPORT,,11300    OXNARD                       ST
1/1/2024 0:00,12/31/2023 0:00,1530,19,Mission,1944,OTHER ASSAULT,M,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",11000    LAUREL CANYON                BL
1/1/2024 0:00,12/31/2023 0:00,1,9,Van Nuys,941,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),M,PARKING LOT,,5600    KESTER                       AV
1/1/2024 0:00,12/31/2023 0:00,1300,19,Mission,1917,VEHICLE - STOLEN,,STREET,,14200    POLK                         ST
1/1/2024 0:00,12/15/2023 0:00,1530,21,Topanga,2142,BURGLARY FROM VEHICLE,F,STREET,,23200    WELBY                        WY
1/1/2024 0:00,12/31/2023 0:00,2200,3,Southwest,392,INTIMATE PARTNER - SIMPLE ASSAULT,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4900    6TH                          AV
1/1/2024 0:00,12/29/2023 0:00,2130,2,Rampart,257,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),M,PARKING UNDERGROUND/BUILDING,,1500    WILSHIRE                     BL
1/1/2024 0:00,12/31/2023 0:00,1000,11,Northeast,1132,BURGLARY FROM VEHICLE,M,PARKING LOT,,3400    RIVERSIDE                    DR
1/1/2024 0:00,12/31/2023 0:00,1100,1,Central,166,THEFT OF IDENTITY,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,500 E  7TH                          ST
1/1/2024 0:00,12/23/2023 0:00,600,16,Foothill,1622,INTIMATE PARTNER - SIMPLE ASSAULT,F,RIVER BED*,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",SAN FERNANDO                 RD
1/1/2024 0:00,12/31/2023 0:00,545,14,Pacific,1494,THEFT PLAIN - PETTY ($950 & UNDER),M,TRANSPORTATION FACILITY (AIRPORT),UNKNOWN WEAPON/OTHER WEAPON,500    WORLD                        WY
1/1/2024 0:00,12/31/2023 0:00,123,14,Pacific,1444,VEHICLE - STOLEN,,STREET,,3000    STANFORD                     AV
1/1/2024 0:00,8/26/2023 0:00,1000,2,Rampart,212,INTIMATE PARTNER - AGGRAVATED ASSAULT,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",500 N  VIRGIL                       AV
1/1/2024 0:00,12/30/2023 0:00,1640,19,Mission,1962,BRANDISH WEAPON,M,SIDEWALK,HAND GUN,NORDHOFF
1/1/2024 0:00,12/17/2023 0:00,1400,11,Northeast,1144,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,STREET,,2400    LANTERMAN                    TR
1/1/2024 0:00,12/29/2023 0:00,550,15,N Hollywood,1599,BURGLARY,M,SINGLE FAMILY DWELLING,,3600    WRIGHTWOOD                   DR
1/1/2024 0:00,12/31/2023 0:00,1630,18,Southeast,1827,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,"VEHICLE, PASSENGER/TRUCK",,1900 E  102ND                        ST
1/1/2024 0:00,12/3/2023 0:00,1300,11,Northeast,1133,VEHICLE - ATTEMPT STOLEN,M,STREET,,2900    CASITAS                      AV
1/1/2024 0:00,12/30/2023 0:00,300,10,West Valley,1049,THEFT PLAIN - PETTY ($950 & UNDER),M,BUS STOP/LAYOVER (ALSO QUERY 124),,6300    BALBOA                       BL
1/1/2024 0:00,12/30/2023 0:00,2000,18,Southeast,1802,BURGLARY,M,SINGLE FAMILY DWELLING,,400 W  88TH                         ST
1/1/2024 0:00,12/31/2023 0:00,2345,12,77th Street,1215,THEFT OF IDENTITY,F,SINGLE FAMILY DWELLING,,1400 W  53RD                         ST
1/1/2024 0:00,12/30/2023 0:00,1430,15,N Hollywood,1515,BATTERY - SIMPLE ASSAULT,M,RESTAURANT/FAST FOOD,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6800    LANKERSHIM                   BL
1/1/2024 0:00,11/3/2023 0:00,1200,21,Topanga,2157,OTHER MISCELLANEOUS CRIME,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,6600    DE SOTO                      AV
1/1/2024 0:00,12/28/2023 0:00,2130,11,Northeast,1141,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),F,STREET,,ALEXANDRIA                   AV
1/1/2024 0:00,12/6/2023 0:00,1200,11,Northeast,1151,THEFT PLAIN - PETTY ($950 & UNDER),F,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,4800    HOLLYWOOD                    BL
1/1/2024 0:00,12/30/2023 0:00,125,15,N Hollywood,1567,BURGLARY,X,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",10600    RIVERSIDE                    DR
1/1/2024 0:00,12/31/2023 0:00,2325,13,Newton,1317,VANDALISM - MISDEAMEANOR ($399 OR UNDER),F,"VEHICLE, PASSENGER/TRUCK",,1400    LONG BEACH                   AV
1/1/2024 0:00,12/12/2023 0:00,700,14,Pacific,1494,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",M,TRANSPORTATION FACILITY (AIRPORT),UNKNOWN WEAPON/OTHER WEAPON,600    WORLD                        WY
1/1/2024 0:00,12/31/2023 0:00,1350,14,Pacific,1495,VANDALISM - MISDEAMEANOR ($399 OR UNDER),F,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,6100    WESTHESTER                   PK
1/1/2024 0:00,12/27/2023 0:00,1530,11,Northeast,1162,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,RESTAURANT/FAST FOOD,,4600    SANTA MONICA                 BL
1/1/2024 0:00,12/22/2023 0:00,1730,3,Southwest,321,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",M,GARAGE/CARPORT,,5300    OBAMA                        BL
1/1/2024 0:00,12/29/2023 0:00,1900,11,Northeast,1176,BURGLARY FROM VEHICLE,F,PARKING LOT,,BLAKE                        AV
1/1/2024 0:00,12/27/2023 0:00,1430,15,N Hollywood,1599,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,SINGLE FAMILY DWELLING,,3600    MULTIVIEW                    DR
1/1/2024 0:00,12/22/2023 0:00,1830,7,Wilshire,723,BIKE - STOLEN,M,OTHER BUSINESS,,100 S  FAIRFAX                      AV
1/1/2024 0:00,1/1/2024 0:00,1255,5,Harbor,557,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,DRIVEWAY,,800 W  2ND                          ST
1/1/2024 0:00,1/1/2024 0:00,2345,12,77th Street,1265,INTIMATE PARTNER - SIMPLE ASSAULT,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1500 W  85TH                         ST
1/1/2024 0:00,1/1/2024 0:00,2134,10,West Valley,1061,BURGLARY,M,SINGLE FAMILY DWELLING,,5100    CALVIN                       AV
1/1/2024 0:00,1/1/2024 0:00,1145,17,Devonshire,1791,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",M,STREET,KNIFE WITH BLADE 6INCHES OR LESS,8500    DELCO                        AV
1/1/2024 0:00,1/1/2024 0:00,155,18,Southeast,1802,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",F,PARKING LOT,UNKNOWN FIREARM,8600 S  MAIN                         ST
1/1/2024 0:00,1/1/2024 0:00,1100,19,Mission,1963,"BURGLARY, ATTEMPTED",F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",9500    VAN NUYS                     BL
1/1/2024 0:00,1/1/2024 0:00,255,14,Pacific,1496,BATTERY - SIMPLE ASSAULT,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6100 W  CENTURY                      BL
1/1/2024 0:00,1/1/2024 0:00,130,1,Central,111,BURGLARY FROM VEHICLE,M,PARKING UNDERGROUND/BUILDING,,600 N  BROADWAY
1/1/2024 0:00,1/1/2024 0:00,100,6,Hollywood,646,BATTERY - SIMPLE ASSAULT,M,NIGHT CLUB (OPEN EVENINGS ONLY),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6400    SELMA                        AV
1/1/2024 0:00,1/1/2024 0:00,1925,12,77th Street,1267,VEHICLE - STOLEN,,STREET,,500 W  83RD                         ST
1/1/2024 0:00,1/1/2024 0:00,45,17,Devonshire,1798,INTIMATE PARTNER - AGGRAVATED ASSAULT,F,STREET,HAND GUN,15800    RAYEN                        ST
1/1/2024 0:00,1/1/2024 0:00,1830,2,Rampart,246,BATTERY WITH SEXUAL CONTACT,F,BUS STOP,UNKNOWN WEAPON/OTHER WEAPON,ALVARADO                     ST
1/1/2024 0:00,1/1/2024 0:00,140,13,Newton,1347,VIOLATION OF RESTRAINING ORDER,F,SINGLE FAMILY DWELLING,,4100    COMPTON                      AV
1/1/2024 0:00,1/1/2024 0:00,1130,12,77th Street,1232,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5900    CRENSHAW                     BL
1/1/2024 0:00,1/1/2024 0:00,1620,3,Southwest,363,VEHICLE - STOLEN,,STREET,,COLISEUM
1/1/2024 0:00,1/1/2024 0:00,100,12,77th Street,1267,VEHICLE - ATTEMPT STOLEN,M,STREET,SCREWDRIVER,700 W  84TH                         ST
1/1/2024 0:00,1/1/2024 0:00,50,13,Newton,1309,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",F,STREET,UNKNOWN FIREARM,2300    PORTER                       ST
1/1/2024 0:00,1/1/2024 0:00,2045,6,Hollywood,636,INTIMATE PARTNER - SIMPLE ASSAULT,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",CAHUENGA
1/1/2024 0:00,1/1/2024 0:00,1030,1,Central,162,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),X,DEPARTMENT STORE,,700 W  7TH                          ST
1/1/2024 0:00,1/1/2024 0:00,1830,5,Harbor,563,THEFT OF IDENTITY,F,MARKET,,1200 S  GAFFEY                       ST
1/1/2024 0:00,1/1/2024 0:00,15,16,Foothill,1689,THEFT PLAIN - PETTY ($950 & UNDER),X,LIQUOR STORE,,8200    SAN FERNANDO                 RD
1/1/2024 0:00,1/1/2024 0:00,1,12,77th Street,1215,INTIMATE PARTNER - SIMPLE ASSAULT,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1100 W  53RD                         ST
1/1/2024 0:00,1/1/2024 0:00,1115,19,Mission,1984,INTIMATE PARTNER - SIMPLE ASSAULT,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",8600    WILLIS                       AV
1/1/2024 0:00,1/1/2024 0:00,2235,14,Pacific,1494,VANDALISM - MISDEAMEANOR ($399 OR UNDER),X,TRANSPORTATION FACILITY (AIRPORT),,300    WORLD WY
1/1/2024 0:00,1/1/2024 0:00,1815,1,Central,162,BATTERY - SIMPLE ASSAULT,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",800 W  7TH                          ST
1/1/2024 0:00,1/1/2024 0:00,15,21,Topanga,2146,BATTERY - SIMPLE ASSAULT,M,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",VASSAR
1/1/2024 0:00,1/1/2024 0:00,820,20,Olympic,2025,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,400 S  MARIPOSA                     AV
1/1/2024 0:00,1/1/2024 0:00,830,20,Olympic,2033,VIOLATION OF COURT ORDER,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,WILSHIRE
1/1/2024 0:00,1/1/2024 0:00,300,12,77th Street,1208,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),X,STREET,,49TH                         ST
1/1/2024 0:00,1/1/2024 0:00,2100,14,Pacific,1457,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,SINGLE FAMILY DWELLING,,12300    HAVELOCK                     AV
1/1/2024 0:00,1/1/2024 0:00,200,20,Olympic,2026,BURGLARY,X,LAUNDROMAT,,400 S  VERMONT                      AV
1/1/2024 0:00,1/1/2024 0:00,53,13,Newton,1309,CRIMINAL HOMICIDE,M,STREET,UNKNOWN FIREARM,2300    PORTER                       ST
1/1/2024 0:00,1/1/2024 0:00,1210,21,Topanga,2126,BATTERY - SIMPLE ASSAULT,M,PARKING LOT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",21200    ROSCOE                       BL
1/1/2024 0:00,1/1/2024 0:00,1500,3,Southwest,363,VIOLATION OF RESTRAINING ORDER,F,SINGLE FAMILY DWELLING,,4100    BUCKINGHAM                   RD
1/1/2024 0:00,1/1/2024 0:00,830,16,Foothill,1602,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,"VEHICLE, PASSENGER/TRUCK",,11500    BORDEN                       AV
1/1/2024 0:00,1/1/2024 0:00,815,16,Foothill,1617,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",M,OTHER RESIDENCE,,10600    RUSSETT                      AV
1/1/2024 0:00,1/1/2024 0:00,800,19,Mission,1954,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,STREET,,15000    MAYALL                       ST
1/1/2024 0:00,1/1/2024 0:00,626,2,Rampart,265,THEFT OF IDENTITY,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,700 S  WESTLAKE                     AV
1/1/2024 0:00,1/1/2024 0:00,100,6,Hollywood,663,BATTERY - SIMPLE ASSAULT,F,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1100 N  HIGHLAND                     AV
1/1/2024 0:00,1/1/2024 0:00,1555,21,Topanga,2189,INDECENT EXPOSURE,F,OTHER BUSINESS,,20000    VENTURA                      BL
1/1/2024 0:00,1/1/2024 0:00,1,12,77th Street,1243,SHOTS FIRED AT INHABITED DWELLING,X,SINGLE FAMILY DWELLING,OTHER FIREARM,2000 W  67TH                         ST
1/1/2024 0:00,1/1/2024 0:00,2145,5,Harbor,557,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",F,SIDEWALK,HAND GUN,7TH                          ST
1/1/2024 0:00,1/1/2024 0:00,2135,17,Devonshire,1758,VANDALISM - MISDEAMEANOR ($399 OR UNDER),F,STREET,,10100    WOODLEY                      AV
1/1/2024 0:00,1/1/2024 0:00,400,18,Southeast,1801,VEHICLE - STOLEN,,STREET,,8800    ORCHARD                      AV
