DATE RPTD,DATE OCC,TIME OCC,AREA,AREA NAME,DIST NO,CRIME,VICT SEX,PREMISES,WEAPON,LOCATION
3/13/2024 0:00,3/11/2024 0:00,1000,16,Foothill,1687,VEHICLE - STOLEN,,STREET,,11000    ARMINTA                      ST
3/13/2024 0:00,3/13/2024 0:00,1819,17,Devonshire,1727,BATTERY - SIMPLE ASSAULT,M,"SPORTS VENUE, OTHER","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",18700    DEVONSHIRE                   ST
3/13/2024 0:00,3/13/2024 0:00,730,1,Central,119,TRESPASSING,M,MTA - RED LINE - UNION STATION,,800 N  ALAMEDA                      ST
3/13/2024 0:00,3/13/2024 0:00,1940,7,Wilshire,765,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,F,OTHER RESIDENCE,HAND GUN,1300 S  HIGHLAND                     AV
3/13/2024 0:00,2/10/2024 0:00,20,8,West LA,807,BURGLARY FROM VEHICLE,M,DRIVEWAY,UNKNOWN WEAPON/OTHER WEAPON,1200    ANGELO                       DR
3/13/2024 0:00,3/11/2024 0:00,2130,8,West LA,842,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,STREET,,1400    BARRY                        AV
3/13/2024 0:00,3/12/2024 0:00,2100,21,Topanga,2139,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",WINNETKA                     AV
3/13/2024 0:00,3/12/2024 0:00,2012,19,Mission,1911,BURGLARY FROM VEHICLE,M,PARKING LOT,,15800    MONTE                        ST
3/13/2024 0:00,3/13/2024 0:00,2104,17,Devonshire,1767,CHILD NEGLECT (SEE 300 W.I.C.),F,SINGLE FAMILY DWELLING,,18100    KINZIE                       ST
3/13/2024 0:00,3/12/2024 0:00,2200,4,Hollenbeck,449,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",X,STREET,,WABASH                       AV
3/13/2024 0:00,3/13/2024 0:00,1210,15,N Hollywood,1591,BRANDISH WEAPON,M,STREET,VERBAL THREAT,4100    SUNSWEPT                     DR
3/13/2024 0:00,3/13/2024 0:00,600,12,77th Street,1215,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,STREET,,VERMONT
3/13/2024 0:00,3/12/2024 0:00,1130,8,West LA,839,VEHICLE - STOLEN,,PARKING LOT,,1800 E  CENTURY PARK                 LN
3/13/2024 0:00,3/12/2024 0:00,1745,15,N Hollywood,1545,VEHICLE - STOLEN,,STREET,,LAUREL CANYON                BL
3/13/2024 0:00,3/11/2024 0:00,1400,18,Southeast,1861,INTIMATE PARTNER - SIMPLE ASSAULT,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",11700 S  FIGUEROA                     ST
3/13/2024 0:00,3/13/2024 0:00,2130,12,77th Street,1241,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,"VEHICLE, PASSENGER/TRUCK",UNKNOWN WEAPON/OTHER WEAPON,6400    WEST                         BL
3/13/2024 0:00,3/13/2024 0:00,1640,2,Rampart,246,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,400 S  ALVARADO                     ST
3/13/2024 0:00,3/13/2024 0:00,2340,20,Olympic,2029,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",M,SIDEWALK,UNKNOWN FIREARM,4TH                          ST
3/13/2024 0:00,3/13/2024 0:00,1800,12,77th Street,1253,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,M,SINGLE FAMILY DWELLING,BELT FLAILING INSTRUMENT/CHAIN,2100 W  73RD                         ST
3/13/2024 0:00,3/13/2024 0:00,800,8,West LA,849,CHILD PORNOGRAPHY,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,8600    CHALMERS                     DR
3/13/2024 0:00,3/12/2024 0:00,1800,5,Harbor,528,VEHICLE - STOLEN,,STREET,,1000 E  M                            ST
3/13/2024 0:00,3/13/2024 0:00,500,19,Mission,1931,BATTERY - SIMPLE ASSAULT,M,HOSPITAL,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",15000    RINALDI                      ST
3/13/2024 0:00,3/13/2024 0:00,1555,14,Pacific,1434,ROBBERY,M,LIQUOR STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",12500    VENICE                       BL
3/13/2024 0:00,3/13/2024 0:00,1334,7,Wilshire,753,BURGLARY,M,SINGLE FAMILY DWELLING,,1200 S  GENESEE                      AV
3/13/2024 0:00,3/13/2024 0:00,730,19,Mission,1963,CRIMINAL THREATS - NO WEAPON DISPLAYED,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,9600    VAN NUYS                     BL
3/13/2024 0:00,3/9/2024 0:00,808,8,West LA,817,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,10800    WEYBURN                      AV
3/13/2024 0:00,2/15/2024 0:00,1452,8,West LA,839,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,10200    SANTA MONICA                 BL
3/13/2024 0:00,3/13/2024 0:00,900,8,West LA,852,TRESPASSING,X,GARAGE/CARPORT,,1500    FEDERAL                      AV
3/13/2024 0:00,3/13/2024 0:00,1008,14,Pacific,1467,BURGLARY,M,SINGLE FAMILY DWELLING,UNKNOWN WEAPON/OTHER WEAPON,6000 W  78TH                         ST
3/13/2024 0:00,3/13/2024 0:00,1830,10,West Valley,1097,TRESPASSING,F,SINGLE FAMILY DWELLING,,3700    CARIBETH                     DR
3/13/2024 0:00,3/12/2024 0:00,2130,19,Mission,1999,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,SINGLE FAMILY DWELLING,,7700    GREENBUSH                    AV
3/13/2024 0:00,3/8/2024 0:00,1322,8,West LA,817,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,10800    WEYBURN                      AV
3/13/2024 0:00,3/6/2024 0:00,1415,15,N Hollywood,1526,THEFT OF IDENTITY,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,6000    HAZELHURST                   PL
3/13/2024 0:00,3/13/2024 0:00,2250,20,Olympic,2035,INTIMATE PARTNER - AGGRAVATED ASSAULT,F,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",8TH
3/13/2024 0:00,3/13/2024 0:00,1110,20,Olympic,2002,VEHICLE - STOLEN,,PARKING LOT,,400 N  WESTERN                      AV
3/13/2024 0:00,3/5/2024 0:00,1323,9,Van Nuys,941,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),F,DEPARTMENT STORE,,5700 N  SEPULVEDA                    BL
3/13/2024 0:00,3/11/2024 0:00,1435,8,West LA,811,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),F,DRIVEWAY,,200    TRANQUILLO                   RD
3/13/2024 0:00,3/12/2024 0:00,1950,15,N Hollywood,1525,BURGLARY,M,OTHER BUSINESS,OTHER CUTTING INSTRUMENT,11700    VICTORY                      BL
3/13/2024 0:00,3/12/2024 0:00,2300,20,Olympic,2044,VEHICLE - STOLEN,,PARKING LOT,,3300 W  8TH                          ST
3/13/2024 0:00,3/13/2024 0:00,1600,10,West Valley,1034,CRIMINAL THREATS - NO WEAPON DISPLAYED,M,SINGLE FAMILY DWELLING,VERBAL THREAT,6300    ETIWANDA                     AV
3/13/2024 0:00,3/8/2024 0:00,1600,13,Newton,1309,VEHICLE - STOLEN,,STREET,,E  OLYMPIC                      BL
3/13/2024 0:00,2/27/2024 0:00,200,1,Central,143,BURGLARY FROM VEHICLE,M,STREET,,W  4TH                          ST
3/13/2024 0:00,3/13/2024 0:00,1130,10,West Valley,1019,VEHICLE - STOLEN,,STREET,,7800    HASKELL                      AV
3/13/2024 0:00,3/12/2024 0:00,1430,21,Topanga,2158,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,PARKING LOT,,21100    VICTORY                      BL
3/13/2024 0:00,2/26/2024 0:00,1600,12,77th Street,1233,VEHICLE - STOLEN,,STREET,,6000 S  MANHATTAN                    PL
3/13/2024 0:00,3/13/2024 0:00,2205,7,Wilshire,743,BURGLARY FROM VEHICLE,F,STREET,,5800    WILSHIRE                     BL
3/13/2024 0:00,3/13/2024 0:00,1830,12,77th Street,1239,ATTEMPTED ROBBERY,M,RESTAURANT/FAST FOOD,SIMULATED GUN,5800 S  FIGUEROA                     ST
3/13/2024 0:00,3/13/2024 0:00,700,21,Topanga,2142,VANDALISM - MISDEAMEANOR ($399 OR UNDER),M,OTHER RESIDENCE,,6600    BIRCHTON                     AV
3/13/2024 0:00,3/11/2024 0:00,1114,7,Wilshire,736,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,400 S  LA BREA                      AV
3/13/2024 0:00,3/12/2024 0:00,420,19,Mission,1969,BURGLARY,F,STORAGE SHED,,9700    ARLETA                       AV
3/13/2024 0:00,3/11/2024 0:00,1140,7,Wilshire,736,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,400 S  LA BREA                      AV
3/13/2024 0:00,3/12/2024 0:00,1840,3,Southwest,393,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),F,STREET,,4000    CREED                        AV
3/13/2024 0:00,2/26/2024 0:00,1410,8,West LA,853,"BUNCO, GRAND THEFT",F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,1700    BELOIT                       AV
3/13/2024 0:00,3/13/2024 0:00,1745,6,Hollywood,668,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),X,OTHER BUSINESS,,5600 W  SUNSET                       BL
3/13/2024 0:00,3/8/2024 0:00,2000,8,West LA,893,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,STREET,,2500 S  BENTLEY                      AV
3/13/2024 0:00,3/4/2024 0:00,1143,10,West Valley,1089,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,15700    VENTURA                      BL
3/13/2024 0:00,3/13/2024 0:00,1654,13,Newton,1333,THEFT PLAIN - PETTY ($950 & UNDER),M,CLOTHING STORE,,3200 S  CENTRAL                      AV
3/13/2024 0:00,3/13/2024 0:00,1300,16,Foothill,1687,VANDALISM - MISDEAMEANOR ($399 OR UNDER),M,"VEHICLE, PASSENGER/TRUCK",,7900    BAKMAN                       AV
3/13/2024 0:00,3/10/2024 0:00,1740,12,77th Street,1269,ROBBERY,X,CELL PHONE STORE,SEMI-AUTOMATIC PISTOL,8500 S  CENTRAL                      AV
3/13/2024 0:00,3/11/2024 0:00,1515,12,77th Street,1263,BURGLARY,M,SINGLE FAMILY DWELLING,,1600 W  84TH                         ST
3/13/2024 0:00,3/8/2024 0:00,1030,17,Devonshire,1781,THEFT PLAIN - PETTY ($950 & UNDER),F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,8700    DE SOTO                      AV
3/13/2024 0:00,3/7/2024 0:00,1230,16,Foothill,1606,VEHICLE - STOLEN,,STREET,,11300    OSBORNE                      PL
3/13/2024 0:00,2/26/2024 0:00,1640,6,Hollywood,668,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,5500 W  SUNSET                       BL
3/13/2024 0:00,3/13/2024 0:00,1400,12,77th Street,1259,BATTERY - SIMPLE ASSAULT,M,OTHER BUSINESS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",7600 S  SAN PEDRO                    ST
3/13/2024 0:00,3/9/2024 0:00,2200,14,Pacific,1467,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,PARKING LOT,,5900 W  CENTER                       DR
3/13/2024 0:00,3/12/2024 0:00,1200,17,Devonshire,1797,THEFT OF IDENTITY,M,SINGLE FAMILY DWELLING,,8400    WOODLEY                      PL
3/13/2024 0:00,3/13/2024 0:00,1405,13,Newton,1322,THEFT OF IDENTITY,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,600 E  ADAMS                        BL
3/13/2024 0:00,3/12/2024 0:00,1820,19,Mission,1977,VANDALISM - MISDEAMEANOR ($399 OR UNDER),M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,9000    GREENBUSH                    AV
3/13/2024 0:00,3/13/2024 0:00,605,1,Central,119,TRESPASSING,M,MTA - RED LINE - UNION STATION,,800 N  ALAMEDA                      ST
3/13/2024 0:00,3/12/2024 0:00,1200,12,77th Street,1251,VEHICLE - STOLEN,,HOTEL,,74TH                         ST
3/13/2024 0:00,3/13/2024 0:00,1222,12,77th Street,1213,BATTERY - SIMPLE ASSAULT,F,MISSIONS/SHELTERS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5500 S  WESTERN                      AV
3/13/2024 0:00,3/13/2024 0:00,530,16,Foothill,1611,INTIMATE PARTNER - SIMPLE ASSAULT,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",11600    DE GARMO                     AV
3/13/2024 0:00,3/11/2024 0:00,2230,10,West Valley,1044,VEHICLE - STOLEN,,STREET,,18400    COLLINS                      ST
3/13/2024 0:00,3/13/2024 0:00,1900,21,Topanga,2157,BATTERY - SIMPLE ASSAULT,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6700    DE SOTO                      AV
3/13/2024 0:00,2/5/2024 0:00,1200,15,N Hollywood,1519,ORAL COPULATION,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6700    SATSUMA                      AV
3/13/2024 0:00,3/13/2024 0:00,2230,6,Hollywood,663,INTIMATE PARTNER - SIMPLE ASSAULT,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1200 N  LAS PALMAS                   AV
3/13/2024 0:00,3/12/2024 0:00,1600,12,77th Street,1243,BURGLARY,X,AUTO REPAIR SHOP,,6500 S  WESTERN                      AV
3/13/2024 0:00,3/13/2024 0:00,1934,12,77th Street,1267,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",M,STREET,AIR PISTOL/REVOLVER/RIFLE/BB GUN,MANCHESTER                   AV
3/13/2024 0:00,3/13/2024 0:00,715,15,N Hollywood,1549,TRESPASSING,M,MTA - RED LINE - NORTH HOLLYWOOD,,5300    LANKERSHIM                   BL
3/13/2024 0:00,3/13/2024 0:00,1505,12,77th Street,1258,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",M,LAUNDROMAT,UNKNOWN WEAPON/OTHER WEAPON,7800 S  BROADWAY
3/13/2024 0:00,3/13/2024 0:00,730,7,Wilshire,789,CRIMINAL THREATS - NO WEAPON DISPLAYED,M,STREET,HAND GUN,1900    8TH                          AV
3/13/2024 0:00,3/13/2024 0:00,410,5,Harbor,567,BURGLARY,X,LIQUOR STORE,,2200 S  PACIFIC                      AV
3/13/2024 0:00,3/12/2024 0:00,1050,19,Mission,1921,BURGLARY,F,SINGLE FAMILY DWELLING,,13000    TELFAIR                      AV
3/13/2024 0:00,3/13/2024 0:00,1615,5,Harbor,516,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",F,ALLEY,HAND GUN,1300 N  MARINE                       AV
3/13/2024 0:00,3/13/2024 0:00,2305,18,Southeast,1826,DISCHARGE FIREARMS/SHOTS FIRED,X,STREET,SEMI-AUTOMATIC PISTOL,97TH                         ST
3/13/2024 0:00,3/12/2024 0:00,1643,9,Van Nuys,971,SHOPLIFTING - PETTY THEFT ($950 & UNDER),F,DEPARTMENT STORE,,15200    VENTURA                      BL
3/13/2024 0:00,3/12/2024 0:00,1633,16,Foothill,1622,VIOLATION OF COURT ORDER,F,SIDEWALK,,JUDD                         ST
3/13/2024 0:00,3/13/2024 0:00,1000,12,77th Street,1232,VEHICLE - STOLEN,,STREET,,5800    8TH                          AV
3/13/2024 0:00,3/12/2024 0:00,1900,16,Foothill,1653,INDECENT EXPOSURE,M,MARKET,,10100    SAN FERNANDO                 RD
3/13/2024 0:00,3/13/2024 0:00,1110,9,Van Nuys,904,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,DEPARTMENT STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",14900    RAYMER                       ST
3/13/2024 0:00,3/12/2024 0:00,1615,14,Pacific,1488,INTIMATE PARTNER - AGGRAVATED ASSAULT,F,"VEHICLE, PASSENGER/TRUCK","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",INTERCEPTOR
3/13/2024 0:00,3/12/2024 0:00,1000,19,Mission,1925,VEHICLE - STOLEN,,PARKING LOT,,12200    FRANK MODUGNO                DR
3/13/2024 0:00,3/13/2024 0:00,1200,21,Topanga,2143,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),M,DEPARTMENT STORE,,6600    FALLBROOK                    AV
3/13/2024 0:00,3/13/2024 0:00,2200,5,Harbor,529,BURGLARY,M,SINGLE FAMILY DWELLING,,800    WATSON                       AV
3/13/2024 0:00,2/27/2024 0:00,955,17,Devonshire,1783,THEFT OF IDENTITY,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,9100    TAMPA                        AV
3/13/2024 0:00,2/6/2024 0:00,1015,12,77th Street,1249,THEFT OF IDENTITY,F,SINGLE FAMILY DWELLING,,600 W  62ND                         ST
3/13/2024 0:00,3/13/2024 0:00,1,8,West LA,841,THEFT PLAIN - PETTY ($950 & UNDER),M,GARAGE/CARPORT,,1300 S  CARMELINA                    AV
3/13/2024 0:00,3/13/2024 0:00,1825,17,Devonshire,1727,INTIMATE PARTNER - SIMPLE ASSAULT,F,"SPORTS VENUE, OTHER","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",18700    DEVONSHIRE                   ST
3/13/2024 0:00,2/29/2024 0:00,1120,9,Van Nuys,989,"BUNCO, PETTY THEFT",M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,4500    MATILIJA                     AV
3/13/2024 0:00,3/12/2024 0:00,2300,21,Topanga,2156,VEHICLE - STOLEN,,PARKING LOT,,6600    TOPANGA CANYON               BL
3/13/2024 0:00,3/13/2024 0:00,2000,10,West Valley,1004,BURGLARY,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,18400    KESWICK                      ST
3/13/2024 0:00,2/27/2024 0:00,1600,13,Newton,1377,VEHICLE - STOLEN,,STREET,,5700    FORTUNA                      ST
3/13/2024 0:00,3/11/2024 0:00,1950,15,N Hollywood,1527,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,DEPARTMENT STORE,,11000    VICTORY                      BL
3/13/2024 0:00,2/29/2024 0:00,900,18,Southeast,1802,VEHICLE - STOLEN,,STREET,,8600 S  FIGUEROA                     ST
3/13/2024 0:00,3/12/2024 0:00,2200,15,N Hollywood,1512,VEHICLE - ATTEMPT STOLEN,M,STREET,,6900    BELLAIRE                     AV
3/13/2024 0:00,3/3/2024 0:00,1939,19,Mission,1954,SHOPLIFTING - PETTY THEFT ($950 & UNDER),M,DEPARTMENT STORE,,10300 N  SEPULVEDA                    BL
3/13/2024 0:00,3/13/2024 0:00,1154,1,Central,161,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,CLOTHING STORE,,700 S  FIGUEROA                     ST
3/13/2024 0:00,3/13/2024 0:00,1853,17,Devonshire,1788,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),X,DEPARTMENT STORE,,8900    BALBOA                       BL
3/13/2024 0:00,3/12/2024 0:00,1530,6,Hollywood,678,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",F,DRIVEWAY,,800 N  HOBART                       BL
3/13/2024 0:00,3/13/2024 0:00,1800,20,Olympic,2058,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",F,STREET,SCISSORS,OLYMPIC
3/13/2024 0:00,3/13/2024 0:00,2030,3,Southwest,362,INTIMATE PARTNER - AGGRAVATED ASSAULT,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4500    SANTO TOMAS                  DR
3/13/2024 0:00,3/12/2024 0:00,1930,15,N Hollywood,1529,BURGLARY FROM VEHICLE,F,GARAGE/CARPORT,,6300    VINELAND                     AV
3/13/2024 0:00,3/13/2024 0:00,1900,7,Wilshire,722,THEFT PLAIN - PETTY ($950 & UNDER),F,OTHER BUSINESS,,8400 W  3RD                          ST
3/13/2024 0:00,3/13/2024 0:00,1830,2,Rampart,246,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,400 S  ALVARADO                     ST
3/13/2024 0:00,3/13/2024 0:00,1450,17,Devonshire,1782,TRESPASSING,X,OTHER BUSINESS,,8800    CORBIN                       AV
3/13/2024 0:00,3/13/2024 0:00,451,18,Southeast,1802,VEHICLE - STOLEN,,STREET,,300 W  92ND                         ST
3/13/2024 0:00,3/12/2024 0:00,130,1,Central,157,THEFT PLAIN - PETTY ($950 & UNDER),M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,500 S  SAN PEDRO                    ST
3/13/2024 0:00,3/13/2024 0:00,1510,7,Wilshire,738,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",X,JUNIOR HIGH SCHOOL,,600 S  MCCADDEN                     PL
3/13/2024 0:00,3/12/2024 0:00,1800,18,Southeast,1839,BURGLARY FROM VEHICLE,F,STREET,,10700    GORMAN                       AV
3/13/2024 0:00,3/13/2024 0:00,2145,2,Rampart,218,BURGLARY FROM VEHICLE,M,PARKING LOT,,1100    LOGAN                        ST
3/13/2024 0:00,3/10/2024 0:00,2000,14,Pacific,1443,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,ALLEY,,700    BOCCACCIO                    AV
3/13/2024 0:00,3/8/2024 0:00,1903,7,Wilshire,722,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,8400    BEVERLY                      BL
3/13/2024 0:00,3/12/2024 0:00,1900,14,Pacific,1469,BURGLARY,F,SINGLE FAMILY DWELLING,,5400    ALVERN CIR
3/13/2024 0:00,3/12/2024 0:00,900,18,Southeast,1837,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",F,SINGLE FAMILY DWELLING,,1700 E  113TH                        ST
3/13/2024 0:00,3/12/2024 0:00,1600,14,Pacific,1496,VEHICLE - STOLEN,,HOTEL,,6100 W  CENTURY                      BL
3/13/2024 0:00,3/12/2024 0:00,1900,1,Central,155,VIOLATION OF RESTRAINING ORDER,F,STREET,,5TH                          ST
3/13/2024 0:00,3/12/2024 0:00,2200,6,Hollywood,676,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",M,STREET,,800 N  HUDSON                       AV
3/13/2024 0:00,3/13/2024 0:00,1200,15,N Hollywood,1515,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,OTHER BUSINESS,ROCK/THROWN OBJECT,VANOWEN
3/13/2024 0:00,3/12/2024 0:00,2300,18,Southeast,1841,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),M,STREET,,800 W  105TH                        ST
3/13/2024 0:00,3/13/2024 0:00,2315,15,N Hollywood,1538,SHOPLIFTING - PETTY THEFT ($950 & UNDER),M,OTHER BUSINESS,UNKNOWN WEAPON/OTHER WEAPON,11100    BURBANK                      BL
3/13/2024 0:00,3/12/2024 0:00,1730,2,Rampart,212,VEHICLE - STOLEN,,STREET,,MELROSE
3/13/2024 0:00,3/13/2024 0:00,800,9,Van Nuys,963,BIKE - STOLEN,F,PARKING LOT,,4800    VAN NUYS                     BL
3/13/2024 0:00,3/13/2024 0:00,1330,14,Pacific,1488,BATTERY - SIMPLE ASSAULT,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",8600    BELFORD                      AV
3/13/2024 0:00,3/12/2024 0:00,2330,5,Harbor,558,VEHICLE - STOLEN,,STREET,,SANTA CRUZ                   ST
3/13/2024 0:00,3/13/2024 0:00,700,21,Topanga,2134,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",M,PARKING LOT,,22100    SHERMAN                      WY
3/13/2024 0:00,3/11/2024 0:00,1119,7,Wilshire,736,SHOPLIFTING - PETTY THEFT ($950 & UNDER),X,OTHER BUSINESS,,400 S  LA BREA                      AV
3/13/2024 0:00,3/13/2024 0:00,915,18,Southeast,1826,BATTERY - SIMPLE ASSAULT,F,MTA - BLUE LINE - 103RD/WATTS TOWERS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",10100    GRANDEE                      AV
3/13/2024 0:00,3/5/2024 0:00,1200,15,N Hollywood,1519,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6700    SATSUMA                      AV
3/13/2024 0:00,3/11/2024 0:00,640,16,Foothill,1654,VANDALISM - MISDEAMEANOR ($399 OR UNDER),F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,12200    OSBORNE                      PL
3/13/2024 0:00,3/13/2024 0:00,549,12,77th Street,1245,VEHICLE - STOLEN,,STREET,,1500 W  66TH                         ST
3/13/2024 0:00,3/12/2024 0:00,1605,16,Foothill,1663,BATTERY - SIMPLE ASSAULT,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",12000    ALLEGHENY                    ST
3/13/2024 0:00,2/19/2024 0:00,1910,8,West LA,859,"THEFT, PERSON",F,STREET,,CASHIO
3/13/2024 0:00,3/13/2024 0:00,245,17,Devonshire,1794,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",X,RESTAURANT/FAST FOOD,,18500    ROSCOE                       BL
3/13/2024 0:00,3/12/2024 0:00,600,10,West Valley,1011,BURGLARY FROM VEHICLE,F,DRIVEWAY,,7300    SHIRLEY                      AV
3/13/2024 0:00,2/29/2024 0:00,1900,1,Central,139,VEHICLE - STOLEN,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,900 E  3RD                          ST
3/13/2024 0:00,1/31/2024 0:00,700,3,Southwest,355,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",F,SINGLE FAMILY DWELLING,VERBAL THREAT,3600    ARLINGTON                    AV
3/13/2024 0:00,3/8/2024 0:00,200,16,Foothill,1665,BURGLARY,X,OTHER BUSINESS,,11200    PEORIA                       ST
3/13/2024 0:00,3/12/2024 0:00,540,5,Harbor,501,VEHICLE - ATTEMPT STOLEN,M,PARKING LOT,,700 W  182ND                        ST
3/13/2024 0:00,3/13/2024 0:00,247,11,Northeast,1123,VEHICLE - STOLEN,,STREET,,3000    SUNNYNOOK                    DR
3/13/2024 0:00,3/11/2024 0:00,2200,3,Southwest,358,BATTERY - SIMPLE ASSAULT,F,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",FIGUEROA
